City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
184,Portland,45.5234,-122.6762,55.08,88,75,16.11,US,2023-01-12 19:43:00
185,Kamaishi,39.2667,141.8833,42.24,79,4,7.14,JP,2023-01-12 19:47:42
186,Praia Da Vitoria,38.7333,-27.0667,64.65,82,20,10.96,PT,2023-01-12 19:47:42
187,Rayagada,19.1667,83.4167,61.48,75,1,2.1,IN,2023-01-12 19:47:42
188,Faya,18.3851,42.4509,53.71,78,12,5.95,SA,2023-01-12 19:47:43
189,Nurlat,54.4277,50.8051,3.31,84,54,12.41,RU,2023-01-12 19:47:43
190,Fort Nelson,58.8053,-122.7002,8.19,85,100,4.61,CA,2023-01-12 19:47:43
191,San Quintin,30.4833,-115.95,67.33,45,59,5.12,MX,2023-01-12 19:47:43
192,Rurrenabaque,-14.4413,-67.5278,91.29,58,75,5.75,BO,2023-01-12 19:47:44
193,Kloulklubed,7.0419,134.2556,81.37,78,100,7.87,PW,2023-01-12 19:47:44
194,Hobyo,5.3505,48.5268,76.93,70,88,21.03,SO,2023-01-12 19:47:44
195,Emerald,-23.5333,148.1667,66.06,96,100,10.74,AU,2023-01-12 19:47:45
196,Turmalina,-17.2856,-42.73,75.22,90,98,2.66,BR,2023-01-12 19:47:45
197,Tamworth,52.634,-1.6959,46.18,76,45,21.72,GB,2023-01-12 19:47:45
198,Dikson,73.5069,80.5464,-20.94,92,100,12.39,RU,2023-01-12 19:47:45
199,Karibib,-21.9333,15.8333,80.78,31,92,9.93,NA,2023-01-12 19:47:46
200,Booue,-0.0921,11.9385,74.68,91,100,1.92,GA,2023-01-12 19:47:46
201,Srandakan,-7.9386,110.2506,77.86,78,88,3.06,ID,2023-01-12 19:47:46
202,Katobu,-4.9408,122.5276,75.16,88,100,0.69,ID,2023-01-12 19:47:46
203,Aquiraz,-3.9014,-38.3911,86.09,64,3,10.02,BR,2023-01-12 19:47:47
204,Husavik,66.0449,-17.3389,22.5,89,100,8.34,IS,2023-01-12 19:47:47
205,Luwuk,-0.9516,122.7875,77.16,80,100,2.8,ID,2023-01-12 19:47:47
206,Sungaipenuh,-2.0833,101.3833,64.08,97,100,0.49,ID,2023-01-12 19:47:48
207,Muli,2.9167,73.5667,80.22,67,100,10.07,MV,2023-01-12 19:47:48
208,Charagua,-19.8,-63.2167,92.77,43,87,8.59,BO,2023-01-12 19:47:48
209,Weyburn,49.6668,-103.8511,8.82,85,86,9.22,CA,2023-01-12 19:47:48
210,Kargasok,59.0556,80.8572,0.01,94,100,10.04,RU,2023-01-12 19:47:49
211,Yangambi,0.8102,24.4336,71.65,74,33,2.1,CD,2023-01-12 19:47:49
212,Biltine,14.5333,20.9167,69.66,20,23,8.7,TD,2023-01-12 19:47:49
213,Chor,25.5167,69.7667,58.71,25,0,8.48,PK,2023-01-12 19:47:49
214,Tanout,14.9709,8.8879,61.56,18,100,12.08,NE,2023-01-12 19:47:50
215,Georgetown,5.4112,100.3354,78.73,93,20,2.3,MY,2023-01-12 19:47:50
216,Lagos,6.5833,3.75,82.72,82,0,4.83,NG,2023-01-12 19:47:10
217,Saskylakh,71.9167,114.0833,-34.06,97,100,2.93,RU,2023-01-12 19:47:50
218,Jinka,5.65,36.65,70.83,49,60,1.77,ET,2023-01-12 19:47:51
219,Chimbote,-9.0853,-78.5783,73.89,67,76,12.17,PE,2023-01-12 19:47:51
220,Lagoa,39.05,-27.9833,61.21,87,100,19.95,PT,2023-01-12 19:47:51
221,Pacific Grove,36.6177,-121.9166,63.41,75,0,10.0,US,2023-01-12 19:47:51
222,Griffith,41.5284,-87.4237,39.11,82,100,11.5,US,2023-01-12 19:47:52
223,Maniitsoq,65.4167,-52.9,2.1,76,27,10.0,GL,2023-01-12 19:47:52
224,Oktyabrskiy,54.4815,53.471,6.76,80,99,14.0,RU,2023-01-12 19:47:52
225,Pervomayskiy,53.2485,40.2871,15.55,92,100,12.93,RU,2023-01-12 19:47:52
226,Sembakung,3.8167,117.25,72.93,98,99,2.04,ID,2023-01-12 19:47:53
227,Evensk,61.95,159.2333,6.39,84,100,4.36,RU,2023-01-12 19:47:53
228,Nizwa,22.9333,57.5333,59.11,64,0,5.53,OM,2023-01-12 19:47:53
229,Uromi,6.7,6.3333,75.56,21,0,1.32,NG,2023-01-12 19:47:54
230,Miandrivazo,-19.5167,45.4667,78.6,83,100,1.32,MG,2023-01-12 19:48:54
231,Shaunavon,49.6501,-108.4181,19.18,88,100,12.39,CA,2023-01-12 19:48:54
232,Nikolskoye,59.7035,30.7861,26.49,92,99,11.77,RU,2023-01-12 19:48:54
233,San Felix,-32.3333,-58.1333,92.21,21,100,17.25,UY,2023-01-12 19:48:55
234,Luanda,-8.8368,13.2343,75.2,94,100,17.27,AO,2023-01-12 19:48:55
235,Ishinomaki,38.4167,141.3,41.63,82,0,3.89,JP,2023-01-12 19:48:55
236,Te Anau,-45.4167,167.7167,54.79,73,23,0.89,NZ,2023-01-12 19:48:55
237,Maneadero,31.7167,-116.5667,65.1,63,100,4.0,MX,2023-01-12 19:48:56
238,Vardo,70.3705,31.1107,35.58,87,75,23.02,NO,2023-01-12 19:48:56
239,Komsomolskiy,40.4272,71.7189,9.32,78,34,4.61,UZ,2023-01-12 19:48:56
240,Swan Hill,-35.3378,143.5544,67.66,52,0,6.46,AU,2023-01-12 19:48:57
241,Awbari,26.5921,12.7805,52.74,42,18,5.06,LY,2023-01-12 19:48:57
242,Omboue,-1.5746,9.2618,77.04,82,99,1.03,GA,2023-01-12 19:48:57
243,Xiaoshan,30.1675,120.2588,58.86,94,100,2.24,CN,2023-01-12 19:48:57
244,Ucluelet,48.9329,-125.5528,51.1,93,100,4.0,CA,2023-01-12 19:45:25
245,Katsuura,35.1333,140.3,49.96,68,0,3.91,JP,2023-01-12 19:48:58
246,Knysna,-34.0363,23.0471,69.4,71,13,6.91,ZA,2023-01-12 19:48:58
247,Beipiao,41.7919,120.7792,33.98,63,99,18.9,CN,2023-01-12 19:48:58
248,Padang,-0.9492,100.3543,75.45,86,97,3.83,ID,2023-01-12 19:48:59
249,Bela Vista De Goias,-16.9728,-48.9533,76.35,73,27,5.23,BR,2023-01-12 19:48:59
250,Itaituba,-4.2761,-55.9836,86.16,74,40,3.44,BR,2023-01-12 19:48:59
251,Springbok,-29.6643,17.8865,65.07,49,72,6.42,ZA,2023-01-12 19:48:59
252,Roebourne,-20.7833,117.1333,88.99,27,82,7.63,AU,2023-01-12 19:49:00
253,Kabare,-2.4683,28.8242,61.11,97,100,1.97,CD,2023-01-12 19:49:00
254,San Luis,-33.295,-66.3356,63.3,84,100,3.87,AR,2023-01-12 19:49:00
255,Oistins,13.0667,-59.5333,82.49,69,40,11.5,BB,2023-01-12 19:49:00
256,Lodwar,3.1191,35.5973,85.75,33,7,11.3,KE,2023-01-12 19:49:01
257,Songkhla,6.8333,100.6667,77.05,97,100,2.59,TH,2023-01-12 19:49:01
258,Aswan,24.0934,32.907,61.9,36,0,3.44,EG,2023-01-12 19:49:02
259,Kanigoro,-8.13,112.219,72.27,86,95,2.95,ID,2023-01-12 19:49:03
260,Kualakapuas,-3.0091,114.3876,73.74,94,97,0.83,ID,2023-01-12 19:49:04
261,Aldan,58.6031,125.3894,-30.26,99,100,4.43,RU,2023-01-12 19:49:04
262,Straumen,63.8709,11.2999,39.2,88,100,9.8,NO,2023-01-12 19:49:07
263,Sobolevo,54.4299,31.8996,19.38,92,92,11.77,RU,2023-01-12 19:49:10
264,Forio,40.7342,13.8646,53.33,55,25,10.27,IT,2023-01-12 19:49:11
265,Gudermes,43.3569,46.1053,17.04,87,9,4.05,RU,2023-01-12 19:49:12
266,Cherskiy,68.75,161.3,-33.97,100,100,5.99,RU,2023-01-12 19:49:13
267,Nyurba,63.2842,118.3319,-36.36,96,100,4.65,RU,2023-01-12 19:49:14
268,Kiama,-34.6833,150.8667,66.99,89,65,3.2,AU,2023-01-12 19:49:16
269,Malinyi,-8.9333,36.1333,70.9,96,100,1.07,TZ,2023-01-12 19:49:17
270,Erdaojiang,41.7764,126.0319,28.6,92,100,3.22,CN,2023-01-12 19:49:19
271,Seydi,39.4816,62.9137,10.69,70,0,11.21,TM,2023-01-12 19:49:21
272,Nelson Bay,-32.7167,152.15,71.01,92,21,5.01,AU,2023-01-12 19:49:22
273,Asau,46.4333,26.4,29.32,99,100,2.42,RO,2023-01-12 19:49:24
274,Grafton,42.207,-71.6856,40.93,89,100,4.61,US,2023-01-12 19:49:27
275,Davila,18.4726,120.5763,75.31,75,1,4.0,PH,2023-01-12 19:49:29
276,Meulaboh,4.1363,96.1285,74.68,91,92,3.44,ID,2023-01-12 19:49:31
277,Atbasar,51.8,68.3333,3.99,87,93,14.41,KZ,2023-01-12 19:50:32
278,Adrar,20.5022,-10.0711,65.79,12,0,10.67,MR,2023-01-12 19:50:39
279,Santo Domingo,18.5001,-69.9886,85.03,76,75,3.0,DO,2023-01-12 19:49:37
280,Batemans Bay,-35.7167,150.1833,63.84,89,100,2.75,AU,2023-01-12 19:50:41
281,San Patricio,28.017,-97.5169,73.35,34,9,20.42,US,2023-01-12 19:50:41
282,Quatre Cocos,-20.2078,57.7625,77.11,75,75,13.02,MU,2023-01-12 19:50:42
283,Carauari,-4.8828,-66.8958,79.93,92,99,2.48,BR,2023-01-12 19:46:41
284,Chipiona,36.7366,-6.437,58.3,88,0,4.61,ES,2023-01-12 19:50:42
285,Wanning,18.8003,110.3967,72.05,93,89,8.9,CN,2023-01-12 19:50:43
286,Rognac,43.4876,5.2339,49.24,83,0,2.3,FR,2023-01-12 19:50:43
287,Vaasa,63.096,21.6158,35.94,93,100,10.36,FI,2023-01-12 19:50:43
288,Roald,62.5833,6.1333,40.75,93,20,5.75,NO,2023-01-12 19:50:43
289,Saint-Pierre,-21.3393,55.4781,78.48,65,0,3.44,RE,2023-01-12 19:50:44
290,Vicuna,-30.0319,-70.7081,85.77,32,10,10.65,CL,2023-01-12 19:50:44
291,Faanui,-16.4833,-151.75,81.79,73,78,26.02,PF,2023-01-12 19:50:44
292,Melilla,35.2937,-2.9383,57.58,88,75,1.14,ES,2023-01-12 19:50:45
293,Sawtell,-30.3833,153.1,64.42,94,100,1.14,AU,2023-01-12 19:50:45
294,Severo-Kurilsk,50.6789,156.125,23.54,86,99,27.87,RU,2023-01-12 19:50:45
295,Whitianga,-36.8333,175.7,63.5,80,98,7.45,NZ,2023-01-12 19:50:45
296,Baghdad,33.3406,44.4009,46.31,100,10,3.44,IQ,2023-01-12 19:50:09
297,Kemptville,45.0168,-75.641,26.8,93,100,3.44,CA,2023-01-12 19:50:46
298,Aba,5.1066,7.3667,76.86,50,6,6.49,NG,2023-01-12 19:50:46
299,Binga,-17.6203,27.3414,74.75,73,51,4.47,ZW,2023-01-12 19:50:46
300,Bilma,18.6853,12.9164,61.81,19,4,6.49,NE,2023-01-12 19:50:47
301,Porto Novo,6.4965,2.6036,82.22,78,5,7.23,BJ,2023-01-12 19:50:47
302,Bismil,37.8486,40.6658,33.53,47,100,0.96,TR,2023-01-12 19:50:47
303,Mahebourg,-20.4081,57.7,77.29,83,75,3.44,MU,2023-01-12 19:50:47
304,Saint Simons,31.1352,-81.3901,77.05,47,0,11.5,US,2023-01-12 19:50:48
305,Nangong,37.3581,115.3744,33.57,78,1,5.44,CN,2023-01-12 19:50:48
306,Henties Bay,-22.116,14.2845,65.19,83,100,13.91,NA,2023-01-12 19:50:48
307,Turan,16.0678,108.2208,71.58,94,40,2.3,VN,2023-01-12 19:50:49
308,Sibu,2.3,111.8167,73.71,100,40,0.0,MY,2023-01-12 19:50:49
309,Kruisfontein,-34.0033,24.7314,72.88,58,100,23.94,ZA,2023-01-12 19:50:49
310,Noyabrsk,63.1994,75.4507,-2.42,98,97,7.45,RU,2023-01-12 19:50:49
311,Nanortalik,60.1432,-45.2371,18.68,68,61,11.74,GL,2023-01-12 19:50:50
312,Road Town,18.4167,-64.6167,82.44,74,40,6.91,VG,2023-01-12 19:48:11
313,Gurupa,-1.405,-51.64,85.69,62,100,6.33,BR,2023-01-12 19:50:50
314,Endicott,42.0984,-76.0494,44.62,89,100,13.8,US,2023-01-12 19:50:50
315,Nadym,65.5333,72.5167,-26.79,100,98,5.55,RU,2023-01-12 19:50:51
316,Clyde River,70.4692,-68.5914,1.63,60,75,19.57,CA,2023-01-12 19:50:51
317,Tiksi,71.6872,128.8694,-39.53,98,93,7.58,RU,2023-01-12 19:50:51
318,Codrington,-38.2667,141.9667,57.09,96,59,6.2,AU,2023-01-12 19:50:51
319,Chernushka,56.5072,56.0766,9.52,85,100,15.5,RU,2023-01-12 19:50:52
320,Vila,42.0304,-8.1588,40.69,91,100,4.7,PT,2023-01-12 19:50:52
321,Benemerito De Las Americas,16.5167,-90.6439,83.1,59,79,3.98,MX,2023-01-12 19:50:52
322,Nouadhibou,20.931,-17.0347,67.98,73,0,16.11,MR,2023-01-12 19:51:53
323,Westport,41.1415,-73.3579,51.1,90,100,11.5,US,2023-01-12 19:50:19
324,Bandarbeyla,9.4942,50.8122,75.6,69,15,19.35,SO,2023-01-12 19:51:53
325,Namatanai,-3.6667,152.4333,78.3,78,19,2.04,PG,2023-01-12 19:51:53
326,Vanavara,60.34,102.2797,-24.86,95,100,7.85,RU,2023-01-12 19:51:53
327,Seoul,37.5683,126.9778,42.37,93,100,8.05,KR,2023-01-12 19:51:54
328,Kalabo,-14.97,22.6814,66.07,96,54,4.18,ZM,2023-01-12 19:51:54
329,Kahului,20.8947,-156.47,74.84,65,0,8.99,US,2023-01-12 19:51:54
330,Arauca,7.0847,-70.7591,89.56,58,40,10.36,CO,2023-01-12 19:51:55
331,Jumla,29.2747,82.1838,33.73,79,43,5.06,NP,2023-01-12 19:51:55
332,Yumen,40.2833,97.2,8.71,34,99,8.84,CN,2023-01-12 19:51:55
333,Nakapiripirit,1.9167,34.7833,71.51,45,8,9.37,UG,2023-01-12 19:51:55
334,Praia,14.9215,-23.5087,75.74,64,20,18.41,CV,2023-01-12 19:51:56
335,Savelugu,9.6244,-0.8253,83.23,16,100,6.58,GH,2023-01-12 19:51:56
336,Sao Felix Do Xingu,-6.6447,-51.995,84.69,69,68,1.12,BR,2023-01-12 19:51:56
337,Akhmeta,42.0311,45.2075,27.12,93,96,2.04,GE,2023-01-12 19:51:56
338,Fayaoue,-20.65,166.5333,78.89,72,14,14.29,NC,2023-01-12 19:51:57
339,Kedrovyy,56.1667,91.8167,-3.14,78,100,9.55,RU,2023-01-12 19:51:57
340,Dingle,10.9995,122.6711,74.1,93,100,9.06,PH,2023-01-12 19:51:57
341,Bubaque,11.2833,-15.8333,77.47,66,26,10.04,GW,2023-01-12 19:51:57
342,Kaitangata,-46.2817,169.8464,53.6,75,20,1.1,NZ,2023-01-12 19:51:58
343,Guilin,25.2819,110.2864,59.11,98,99,0.51,CN,2023-01-12 19:51:58
344,Saldanha,-33.0117,17.9442,68.05,88,0,4.79,ZA,2023-01-12 19:51:58
345,Calamar,10.2511,-74.9146,90.73,45,56,3.15,CO,2023-01-12 19:51:59
346,Apeldoorn,52.21,5.9694,51.03,97,75,20.71,NL,2023-01-12 19:51:59
347,Yaan,7.3833,8.5667,81.34,18,2,5.95,NG,2023-01-12 19:51:59
348,Caronport,50.4501,-105.8179,19.6,91,99,7.45,CA,2023-01-12 19:51:59
349,Inuvik,68.3499,-133.7218,-6.74,80,75,8.05,CA,2023-01-12 19:52:00
350,Jimenez,28.3333,-105.4,66.29,17,2,7.16,MX,2023-01-12 19:52:00
351,Srednekolymsk,67.45,153.6833,-27.74,98,100,9.53,RU,2023-01-12 19:52:00
352,Oltedal,58.831,6.0466,41.59,95,96,6.42,NO,2023-01-12 19:52:00
353,Lizzano,40.391,17.4476,51.35,78,1,9.48,IT,2023-01-12 19:52:01
354,Manuk Mangkaw,4.8,119.85,81.52,77,100,16.96,PH,2023-01-12 19:52:01
355,Ureki,41.9956,41.7786,49.96,58,9,22.17,GE,2023-01-12 19:52:01
356,Safaga,26.7292,33.9365,63.36,42,0,9.04,EG,2023-01-12 19:52:02
357,Ribas Do Rio Pardo,-20.4431,-53.7592,82.44,69,52,7.61,BR,2023-01-12 19:52:02
358,Bowen,-20.0167,148.2333,77.95,83,95,7.38,AU,2023-01-12 19:52:03
359,Takoradi,4.8845,-1.7554,80.42,81,72,8.68,GH,2023-01-12 19:52:03
360,Milan,45.4643,9.1895,46.85,79,0,2.3,IT,2023-01-12 19:47:47
361,Chernyshevskiy,63.0128,112.4714,-38.49,96,100,7.67,RU,2023-01-12 19:52:04
362,Lebu,-37.6167,-73.65,59.68,70,7,22.21,CL,2023-01-12 19:52:04
363,Mahajanga,-15.7167,46.3167,80.62,83,40,3.44,MG,2023-01-12 19:52:05
364,Biak,-0.9131,122.8766,76.06,79,100,2.59,ID,2023-01-12 19:52:05
365,Ilulissat,69.2167,-51.1,-20.6,73,19,4.92,GL,2023-01-12 19:52:06
366,Ekimchan,53.0667,132.9667,0.1,98,100,4.07,RU,2023-01-12 19:52:06
367,Abha,18.2164,42.5053,53.42,87,20,14.97,SA,2023-01-12 19:48:44
368,Sao Filipe,14.8961,-24.4956,73.94,67,0,11.9,CV,2023-01-12 19:53:07
369,Rorvik,64.8621,11.2373,39.31,87,75,8.05,NO,2023-01-12 19:53:08
370,North Bend,43.4065,-124.2243,63.86,82,20,28.77,US,2023-01-12 19:53:08
371,Tuktoyaktuk,69.4541,-133.0374,-22.0,76,20,8.05,CA,2023-01-12 19:53:09
372,Moranbah,-22.0016,148.0466,67.64,97,100,15.17,AU,2023-01-12 19:53:10
373,Ous,60.9058,61.5186,10.4,85,88,7.47,RU,2023-01-12 19:53:11
374,Tingi,-11.3,35.0333,62.76,97,100,4.34,TZ,2023-01-12 19:53:11
375,Sovetskaya,44.7769,41.1722,28.15,81,16,18.32,RU,2023-01-12 19:53:12
376,Traian Vuia,45.8,22.0667,40.91,87,100,2.89,RO,2023-01-12 19:53:12
377,Berlevag,70.8578,29.0864,35.55,80,75,11.5,NO,2023-01-12 19:53:13
378,Mayo,38.8876,-76.5119,54.18,84,75,5.75,US,2023-01-12 19:50:21
379,Coolum Beach,-26.5333,153.1,72.34,90,99,7.99,AU,2023-01-12 19:53:14
380,Middelburg,-25.7751,29.4648,59.65,43,0,9.37,ZA,2023-01-12 19:53:16
381,Ocala,29.1872,-82.1401,81.18,41,0,13.8,US,2023-01-12 19:53:17
382,Irece,-11.3042,-41.8558,81.84,49,100,4.59,BR,2023-01-12 19:53:19
383,Pochutla,15.7432,-96.4661,87.82,45,0,8.88,MX,2023-01-12 19:53:19
384,Utica,43.1009,-75.2327,42.66,91,100,1.01,US,2023-01-12 19:53:20
385,Klyuchi,52.2667,79.1667,7.52,84,100,17.18,RU,2023-01-12 19:53:22
386,Lakes Entrance,-37.8811,147.981,66.16,95,37,5.64,AU,2023-01-12 19:53:22
387,Port-Gentil,-0.7193,8.7815,80.56,89,20,3.44,GA,2023-01-12 19:53:23
388,Sigli,5.3848,95.9609,76.84,84,73,2.89,ID,2023-01-12 19:53:23
389,Awjilah,29.1081,21.2869,59.45,50,81,8.5,LY,2023-01-12 19:53:24
390,Yining,29.0361,114.5636,61.54,97,95,1.23,CN,2023-01-12 19:53:25
391,Richards Bay,-28.783,32.0377,70.0,91,0,6.76,ZA,2023-01-12 19:53:25
392,Fria,10.4167,-13.5833,72.81,55,0,3.6,GN,2023-01-12 19:53:26
393,Narasannapeta,18.4167,84.05,66.24,84,6,4.32,IN,2023-01-12 19:53:27
394,Sterling,39.0062,-77.4286,51.15,80,100,9.22,US,2023-01-12 19:51:50
395,Chipping Sodbury,51.5381,-2.3938,47.75,85,9,3.0,GB,2023-01-12 19:53:30
396,Palembang,-2.9167,104.7458,73.49,100,100,2.3,ID,2023-01-12 19:53:31
397,Atchison,39.563,-95.1216,26.6,47,10,18.75,US,2023-01-12 19:53:31
398,Iskateley,67.6803,53.1512,21.58,95,100,14.65,RU,2023-01-12 19:53:32
399,Half Moon Bay,37.4636,-122.4286,67.14,69,0,10.36,US,2023-01-12 19:48:52
400,Flin Flon,54.7682,-101.865,10.24,79,20,5.75,CA,2023-01-12 19:53:33
401,Ambanja,-13.6833,48.45,74.71,95,100,4.61,MG,2023-01-12 19:53:33
402,Okha,53.5739,142.9478,1.99,84,100,3.56,RU,2023-01-12 19:53:33
403,Camacha,33.0833,-16.3333,58.42,63,75,9.22,PT,2023-01-12 19:53:34
404,Perehonivka,48.5355,30.5192,24.84,83,100,2.62,UA,2023-01-12 19:53:34
405,Shingu,33.7333,135.9833,51.46,85,88,5.01,JP,2023-01-12 19:53:34
406,Lom Sak,16.7798,101.2422,70.03,78,9,2.8,TH,2023-01-12 19:53:34
407,Narsaq,60.9167,-46.05,8.94,98,96,2.13,GL,2023-01-12 19:53:35
